Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon;Lat;Lon
500348;Reisezentrum Neumünster;;;Bahnhofstr. 2;24534;Neumünster;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-15:30;;;10:00-15:30;;;54075922;9980750;54.075922;9.98075
507053;Reisezentrum Neustadt (Holstein);;;Bahnhofstraße 16;23730;Neustadt (Holst);;Reisezentrum;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;;;;;;;54104346;10809351;54.104346;10.809351
500835;Reisezentrum Neustadt am Rübenberge;;;Am Bahnhof 1;31535;Neustadt (Rbge);;Reisezentrum;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:30-13:30;;;;;;52504078;9456292;52.504078;9.456292
500355;Reisezentrum Niebüll;;;Bahnhofstr. 1;25899;Niebüll;;Reisezentrum;06:15-15:00;;;06:15-15:00;;;06:15-15:00;;;06:15-15:00;;;06:15-15:00;;;;;;;;;54787778;8833438;54.787778;8.833438
500843;Reisezentrum Nienburg (Weser);;;Bahnhofstr. 11;31582;Nienburg (Weser);;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:30;;;;;;52643968;9217026;52.643968;9.217026
500504;Reisezentrum Norden;;;Bahnhofstr. 14a;26506;Norden;;Reisezentrum;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;;;;;;;53584743;7223920;53.584743;7.22392
500512;Reisezentrum Norderney;;;Büllowallee 2;26548;Norderney;;Reisezentrum;08:45-13:00;14:00-16:15;;08:45-13:00;14:00-16:15;;08:45-13:00;14:00-16:15;;08:45-13:00;14:00-16:15;;08:45-13:00;14:00-16:15;;;;;;;;53704003;7147790;53.704003;7.14779
500033;Reisezentrum Northeim (Hannover);;;Bahnhofstr.;37154;Northeim;;Reisezentrum;07:30-17:45;;;08:00-13:00;14:00-17:45;;08:00-13:00;14:00-17:45;;08:00-13:00;14:00-17:45;;08:00-13:00;14:00-17:45;;08:00-12:45;;;;;;51704856;9991671;51.704856;9.991671
500520;Reisezentrum Oldenburg (Oldb) Hbf;;;Bahnhofplatz 12b;26122;Oldenburg (Oldb);;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-16:00;;;09:00-16:00;;;53143426;8221165;53.143426;8.221165
500538;Reisezentrum Osnabrück Hbf;;;Theodor-Heuss-Platz 2;49074;Osnabrück;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;09:00-18:00;;;10:00-18:30;;;52273106;8060293;52.273106;8.060293
500363;Reisezentrum Pinneberg;;;Bahnhofstr. 1;25421;Pinneberg;;Reisezentrum;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;08:00-13:00;;;;;;53655400;9797800;53.6554;9.7978
507046;Reisezentrum Preetz;;;Bahnhofstraße 26;24211;Preetz;;Reisezentrum;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;;;;;;;54234204;10277061;54.234204;10.277061
507061;Reisezentrum Ratzeburg;;;Bahnhof;23909;Ratzeburg;;Reisezentrum;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;;;;;;;53698420;10741713;53.69842;10.741713
500389;Reisezentrum Rendsburg;;;Am Bahnhof 20;24768;Rendsburg;;Reisezentrum;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;08:15-13:00;13:30-16:00;;08:15-13:00;13:30-16:00;;54302487;9669777;54.302487;9.669777
500553;Reisezentrum Rotenburg (Wümme);;;Am Bahnhof 2;27356;Rotenburg (Wümme);;Reisezentrum;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-13:00;;;;;;53111910;9389502;53.11191;9.389502
500397;Reisezentrum Schleswig;;;Bahnhofstr. 29;24837;Schleswig;;Reisezentrum;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;08:15-12:30;13:00-16:15;;08:15-12:30;13:00-16:15;;54500429;9538148;54.500429;9.538148
500652;Reisezentrum Stade;;;Am Bahnhof 14;21680;Stade;;Reisezentrum;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;09:00-13:00;;;;;;53596312;9480068;53.596312;9.480068
500850;Reisezentrum Stadthagen;;;Am Bahnhof 9;31655;Stadthagen;;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;;;;;;52330208;9181851;52.330208;9.181851
500165;Reisezentrum Uelzen;;;Friedensreich-Hundertwasser-Platz 1;29525;Uelzen;;Reisezentrum;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:30-14:30;;;10:00-15:30;;;52968793;10552347;52.968793;10.552347
500561;Reisezentrum Verden (Aller);;;Bahnhofstr. 14;27283;Verden (Aller);;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-13:00;;;;;;52920636;9237676;52.920636;9.237676
500371;Reisezentrum Westerland (Sylt);;;Bahnhofplatz;25980;Westerland (Sylt);;Reisezentrum;09:00-17:00;;;09:00-17:00;;;09:00-17:00;;;09:00-17:00;;;09:00-17:00;;;09:00-16:00;;;;;;54907600;8310130;54.9076;8.31013
500579;Reisezentrum Wilhelmshaven;;;Ebertstr. 7;26382;Wilhelmshaven;;Reisezentrum;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;08:30-13:00;;;;;;53518133;8118002;53.518133;8.118002
511048;Reisezentrum Wrist;;;Hauptstraße 1;25563;Wrist;;Reisezentrum;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-14:15;;;;;;53932381;9748150;53.932381;9.74815
500728;Reisezentrum Wolfsburg;;;Willy-Brandt-Platz 3;38440;Wolfsburg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-15:30;;;10:00-15:00;;;52428901;10787199;52.428901;10.787199
500876;Reisezentrum Wunstorf;;;Hindenburgstr. 58;31515;Wunstorf;;Reisezentrum;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-13:30;;;;;;52422833;9448426;52.422833;9.448426
509836;Mobility Center Hamburg;;;Eppendorfer Landstr. 59;20249;Hamburg;;Mobility Center;09:30-19:00;;;09:30-19:00;;;09:30-19:00;;;09:30-19:00;;;09:30-19:00;;;09:30-12:00;13:00-16:00;;;;;53589354;9986844;53.589354;9.986844
647057;Reisezentrum Bordesholm;Video-Reisezentrum;;Mühlenstraße 2;24582;Bordesholm;;Reisezentrum;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-13:30;;;;;;54174317;10043106;54.174317;10.043106
